ProductKey,Product_ID,ProductName,ProductDimensions,ProductDescription,ProductCostPerUnit,ProductPricePerUnit,ProductCategory,ProductConstructionDays,ProductQuantity,ProductColor,ProductSurfaceFinish,ProductCompliance,ProductWeight,Version,RowIsCurrent,RowStartDate,RowEndDate,RowChangeReason
356,356,Lightweight Concrete Aggregate,1.77x4.64x0.31,Person know own American them former police.,16.86,24.47,Concrete and Cement,2,643,Purple,Spend,False,16.49,2361,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
357,357,Solar Roof Panels,8.37x0.87x0.85,Fight draw surface century industry head.,34.35,49.64,Roofing,11,102,Maroon,Think,True,9.49,2362,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
358,358,Spray Foam Insulation Kit,6.44x2.02x0.11,Us maintain choice agency spend which question.,49.48,51.16,Insulation,5,707,Azure,Fire,False,26.58,2363,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
359,359,Clay Roof Shingles,7.78x0.74x0.69,Hit car letter relationship.,18.19,33.28,Roofing,27,500,MidnightBlue,Pass,False,34.65,2364,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
360,360,Aluminum Roofing Panels,2.31x3.18x0.80,Enough language there top soldier population recently.,34.34,44.14,Steel and Metal,29,751,LightSteelBlue,Nice,True,47.90,2365,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
361,361,Synthetic Slate Roofing,9.37x3.35x0.17,Really let people story thing organization result.,9.08,22.49,Roofing,7,442,SaddleBrown,Car,True,13.10,2366,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
362,362,Quick-Set Cement,9.10x2.54x0.39,Nor at by trial open mind.,13.27,22.05,Concrete and Cement,26,430,Lavender,Alone,False,9.80,2367,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
363,363,Insulated Concrete Block,1.31x4.70x0.90,Without kitchen partner cut enough break property.,17.62,24.14,Bricks and Blocks,2,689,Linen,Discussion,True,28.89,2368,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
364,364,Eco-Friendly Cinder Block,9.28x1.76x0.43,Could industry assume structure.,10.94,12.65,Bricks and Blocks,26,602,NavajoWhite,Effect,False,27.10,2369,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
365,365,Classic Red Brick,7.10x3.20x0.26,Itself any third arrive prepare sometimes.,34.13,37.65,Bricks and Blocks,12,261,LightSlateGray,During,True,48.43,2370,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
366,366,Galvanized Steel Sheet,8.48x3.43x0.41,Hard student doctor difficult impact.,41.09,55.26,Steel and Metal,12,8,DeepSkyBlue,Surface,False,34.16,2371,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
367,367,Galvanized Steel Sheet,2.82x2.50x0.20,Range but space success north design all.,27.99,29.46,Steel and Metal,27,7,LightCoral,World,False,31.04,2372,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
368,368,Fiberglass Insulation Rolls,2.74x0.83x0.56,Office image such challenge anyone.,16.40,29.46,Insulation,7,655,Tan,Structure,False,30.11,2373,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
369,369,Spray Foam Insulation Kit,6.57x3.06x0.64,Forward vote material carry talk leg.,13.39,18.54,Insulation,23,135,Lime,Theory,False,34.81,2374,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
370,370,Quick-Set Cement,5.49x2.94x0.11,Step nice affect reduce mind people.,21.42,39.00,Concrete and Cement,11,910,PaleTurquoise,Rich,False,27.24,2375,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
371,371,Classic Red Brick,7.10x4.67x0.95,Direction improve within several write.,29.92,34.39,Bricks and Blocks,13,394,Beige,Scene,True,2.67,2376,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
372,372,Classic Red Brick,3.27x1.11x0.94,Travel join mean apply.,19.38,24.94,Bricks and Blocks,19,349,Lavender,Care,True,46.45,2377,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
373,373,Clay Roof Shingles,1.81x1.93x0.27,Message detail oil coach result TV.,40.23,56.21,Roofing,5,377,SandyBrown,Player,True,37.26,2378,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
374,374,High-Strength Concrete Mix,5.84x3.55x0.83,Practice there sell small drive.,18.16,35.12,Concrete and Cement,7,917,AliceBlue,Describe,False,10.05,2379,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
375,375,Solar Roof Panels,2.64x4.29x0.43,Law member already discover concern memory one way.,21.59,31.04,Roofing,5,663,IndianRed,Two,True,17.96,2380,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
376,376,Galvanized Steel Sheet,5.42x2.18x0.19,Leg lot teach page.,35.48,47.73,Steel and Metal,4,454,PeachPuff,Scene,False,32.19,2381,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
377,377,Spray Foam Insulation Kit,8.76x4.19x0.88,Film policy health.,40.48,52.67,Insulation,27,431,FireBrick,Return,False,40.33,2382,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
378,378,Clay Roof Shingles,8.23x2.09x0.31,Writer drop information no director everybody month.,46.22,50.30,Roofing,24,738,SandyBrown,Night,True,26.94,2383,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
379,379,Synthetic Slate Roofing,4.21x1.26x0.73,Rather buy seem same style.,12.31,27.59,Roofing,17,296,Aqua,Deal,False,43.53,2384,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
380,380,Cellulose Blown-In Insulation,7.43x2.21x0.71,Thing along edge.,43.66,48.31,Insulation,13,172,RoyalBlue,Above,True,39.78,2385,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
381,381,Copper Plumbing Pipes,1.00x2.00x0.85,Religious certainly play state prevent decision.,48.24,58.83,Steel and Metal,28,295,LightCyan,Society,False,38.90,2386,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
382,382,Lightweight Concrete Aggregate,0.89x4.46x0.81,Show building mother often.,42.43,48.26,Concrete and Cement,23,57,Blue,Painting,False,23.75,2387,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
383,383,Welded Wire Mesh,7.48x1.89x0.39,Industry during ago plant tough.,38.79,50.10,Steel and Metal,25,409,Green,Pull,False,26.20,2388,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
384,384,Cellulose Blown-In Insulation,4.95x2.04x0.79,Claim worker state enough.,49.45,55.70,Insulation,8,269,Snow,Home,False,10.45,2389,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
385,385,Copper Plumbing Pipes,2.58x1.93x0.56,Agent big loss behind face issue write.,17.39,21.41,Steel and Metal,13,313,Olive,Hit,True,18.53,2390,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
386,386,Fiberglass Insulation Rolls,1.84x1.26x0.14,Push carry watch tonight experience within fear.,45.70,59.18,Insulation,29,91,DarkSalmon,Would,False,38.65,2391,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
387,387,Insulated Concrete Block,9.60x3.73x0.20,Oil effect great themselves civil.,36.26,51.27,Bricks and Blocks,27,705,Teal,Tough,False,18.44,2392,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
388,388,Fiberglass Insulation Rolls,1.29x4.53x0.55,Above social involve energy.,41.17,48.42,Insulation,1,665,DarkSalmon,Leader,False,11.18,2393,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
389,389,Synthetic Slate Roofing,1.49x0.66x0.37,Star enter those subject economic pass.,44.78,50.19,Roofing,14,651,SaddleBrown,Price,True,38.92,2394,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
390,390,Metal Roof Tiles,8.78x2.10x0.49,Activity answer sign.,29.63,48.15,Roofing,21,606,Pink,Down,True,37.35,2395,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
391,391,Clay Roof Shingles,3.16x1.71x0.98,Election perhaps remain spring guess off.,10.80,29.71,Roofing,20,15,LightSlateGray,Agent,True,33.50,2396,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
392,392,High-Strength Concrete Mix,8.92x1.54x0.96,Father sometimes shoulder young mean.,11.19,12.49,Concrete and Cement,5,50,Brown,Thank,True,29.41,2397,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
393,393,Waterproof Cement Coating,1.32x3.15x0.37,Little paper better tell wind possible lawyer.,25.94,37.69,Concrete and Cement,13,86,YellowGreen,Project,True,22.09,2398,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
394,394,Lightweight Concrete Aggregate,0.63x3.80x0.75,Firm community some each business human sit finish.,17.97,25.69,Concrete and Cement,20,537,Black,Also,True,13.72,2399,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
395,395,Reflective Foil Insulation,6.47x1.37x0.69,Itself fast then.,10.74,25.05,Insulation,23,771,LightPink,Head,False,13.89,2400,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
396,396,Designer Paving Stones,0.73x3.01x0.84,Child yes you let wear which care.,11.46,24.29,Bricks and Blocks,25,742,DarkTurquoise,Last,False,34.95,2401,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
397,397,High-Strength Concrete Mix,6.62x0.64x0.70,Owner market require southern shake reality main.,16.20,29.55,Concrete and Cement,30,371,MediumBlue,Together,True,26.14,2402,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
398,398,Aluminum Roofing Panels,9.10x3.82x0.84,Against again history daughter specific store maintain.,22.26,27.16,Steel and Metal,17,71,FloralWhite,Decade,True,24.59,2403,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
399,399,Reinforced Concrete Slab,9.24x4.92x0.49,Future model woman others than.,13.18,25.65,Concrete and Cement,28,460,Green,You,True,37.46,2404,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
400,400,Architectural Clay Brick,6.23x1.63x0.97,Matter mind will per just such sea might.,13.08,15.12,Bricks and Blocks,13,792,MintCream,Start,True,39.72,2405,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
401,401,Copper Plumbing Pipes,8.24x4.41x0.80,Way so discuss card stage.,24.19,38.51,Steel and Metal,13,428,Pink,Message,True,3.98,2406,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
402,402,Solar Roof Panels,5.45x0.74x0.78,Reason avoid people your bit see campaign.,49.48,68.11,Roofing,26,243,PowderBlue,Single,True,24.94,2407,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
403,403,Stainless Steel Rods,0.89x5.00x0.11,Tough billion security learn pressure.,38.85,51.27,Steel and Metal,10,424,GhostWhite,Event,False,46.79,2408,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
404,404,Spray Foam Insulation Kit,5.59x0.69x0.42,Near who deep then true compare.,34.50,52.67,Insulation,24,945,DarkKhaki,Quality,True,6.20,2409,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
405,405,Cellulose Blown-In Insulation,3.94x4.07x0.24,Pass prevent act question speak state.,14.53,27.24,Insulation,6,273,Teal,Anything,False,16.12,2410,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
406,406,Lightweight Concrete Aggregate,1.37x4.70x0.77,Must visit expect this give about song office.,12.09,20.72,Concrete and Cement,15,856,BurlyWood,Down,False,45.43,2411,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
407,407,Classic Red Brick,6.13x4.29x0.98,Sea couple bank.,25.76,34.18,Bricks and Blocks,20,695,Wheat,Republican,True,6.09,2412,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
408,408,Classic Red Brick,3.65x1.79x0.53,Upon whether truth health film choose again.,30.42,40.77,Bricks and Blocks,17,665,Indigo,Return,True,41.45,2413,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
409,409,Eco-Friendly Cinder Block,6.49x1.00x0.36,Bed situation poor billion billion compare just open.,32.44,45.11,Bricks and Blocks,11,755,Fuchsia,Teacher,False,41.36,2414,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
410,410,Waterproof Cement Coating,1.35x3.16x0.61,Take even themselves condition.,22.64,29.05,Concrete and Cement,4,17,GhostWhite,Much,False,21.85,2415,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
411,411,Reinforced Concrete Slab,6.39x1.48x0.75,Eight business civil space learn necessary other.,11.20,18.84,Concrete and Cement,15,213,Orange,About,True,18.33,2416,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
412,412,Lightweight Concrete Aggregate,7.94x4.48x0.21,Life four true beat.,8.13,21.51,Concrete and Cement,6,251,SandyBrown,Style,True,46.47,2417,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
413,413,Copper Plumbing Pipes,5.63x3.27x0.35,Politics music next civil direction recent.,10.81,28.95,Steel and Metal,18,774,MidnightBlue,Area,True,45.42,2418,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
414,414,Lightweight Concrete Aggregate,7.01x2.89x0.76,Lot bad his.,13.86,25.41,Concrete and Cement,17,361,LavenderBlush,Go,True,40.29,2419,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
415,415,Reflective Foil Insulation,9.65x1.46x0.85,Would south door vote painting hundred number.,18.37,24.61,Insulation,22,349,Cyan,Who,True,32.34,2420,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
416,416,Asphalt Shingles,4.00x0.96x0.13,Account type cut mission wind chance town as.,25.68,39.20,Roofing,11,651,DarkGoldenRod,Us,False,6.89,2421,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
417,417,Synthetic Slate Roofing,2.45x3.23x0.25,Where appear man couple wonder keep history director.,31.29,47.60,Roofing,11,367,Navy,South,False,45.94,2422,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
418,418,Galvanized Steel Sheet,1.05x4.45x0.83,Address prevent anyone record industry five.,6.37,21.85,Steel and Metal,7,284,DimGray,Bar,True,42.37,2423,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
419,419,High-Strength Concrete Mix,4.06x2.76x0.72,Behavior fill perhaps which entire.,10.86,23.20,Concrete and Cement,22,951,LightPink,Him,True,41.87,2424,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
420,420,Asphalt Shingles,6.82x2.86x0.81,Road wife while by fear director dark environmental.,21.90,33.57,Roofing,13,421,MediumAquaMarine,Low,False,3.81,2425,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
421,421,Reinforced Concrete Slab,6.14x1.83x0.67,Recognize effort produce always mean arm.,45.60,50.93,Concrete and Cement,11,917,GoldenRod,How,False,29.50,2426,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
422,422,Rock Wool Insulation,2.22x4.93x0.50,Night everyone arrive painting mother including skill especially.,38.58,50.45,Insulation,18,183,SteelBlue,Never,False,38.75,2427,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
423,423,Copper Plumbing Pipes,4.85x1.91x0.94,Believe reality better yourself service.,9.04,22.11,Steel and Metal,6,701,RoyalBlue,Side,False,34.56,2428,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
424,424,High-Strength Concrete Mix,8.40x3.37x0.78,Food mind western enough.,18.53,26.02,Concrete and Cement,24,164,MediumTurquoise,Writer,False,3.57,2429,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
425,425,Lightweight Concrete Aggregate,1.99x3.93x0.89,Board last wife general trip explain.,45.32,51.62,Concrete and Cement,14,478,MediumSpringGreen,Arm,True,8.09,2430,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
426,426,Eco-Friendly Cinder Block,6.40x3.87x0.76,Wish him growth candidate become bank.,41.19,45.76,Bricks and Blocks,24,161,MistyRose,Particularly,True,21.32,2431,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
427,427,Reflective Foil Insulation,9.48x4.06x0.74,Remain rise number goal.,14.43,16.36,Insulation,13,116,DarkSeaGreen,Hear,False,30.04,2432,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
428,428,Aluminum Roofing Panels,5.27x1.18x0.86,Everyone now thought surface tax.,33.53,37.50,Steel and Metal,26,186,AliceBlue,Bar,True,21.76,2433,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
429,429,Cellulose Blown-In Insulation,7.87x2.61x0.38,Kitchen science test stand not.,14.74,26.14,Insulation,5,285,MistyRose,Turn,False,47.87,2434,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
430,430,Solar Roof Panels,4.46x2.65x0.46,Deep among again different subject.,7.30,16.06,Roofing,13,575,MediumSlateBlue,Consider,False,37.03,2435,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
431,431,Spray Foam Insulation Kit,3.77x2.42x0.40,Degree reason great drive.,30.32,40.03,Insulation,15,980,Indigo,Difference,True,21.31,2436,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
432,432,Reflective Foil Insulation,8.81x4.94x0.24,Protect plant remain letter high.,15.26,33.72,Insulation,15,536,PaleTurquoise,Dream,False,27.90,2437,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
433,433,Insulated Concrete Block,5.66x1.41x0.78,Serious certainly skin pick bed young.,28.62,30.92,Bricks and Blocks,19,296,Beige,How,False,22.46,2438,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
434,434,Welded Wire Mesh,2.66x4.16x0.19,Treat nice miss chair return red leave.,44.05,47.96,Steel and Metal,5,988,Gainsboro,Laugh,False,48.59,2439,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
435,435,Reflective Foil Insulation,3.18x2.13x0.27,Type sport send huge through many enter.,17.95,26.64,Insulation,18,357,DarkViolet,Worker,False,30.14,2440,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
436,436,Spray Foam Insulation Kit,2.50x2.25x0.67,Trade pass month good.,15.84,17.19,Insulation,17,48,LightCoral,Matter,True,37.21,2441,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
437,437,High-Strength Concrete Mix,7.11x3.66x0.71,Nor minute spend information line condition already.,48.50,62.00,Concrete and Cement,16,310,GoldenRod,Factor,True,48.34,2442,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
438,438,High-Strength Concrete Mix,0.53x2.67x0.51,Sister by trip kid long best happy.,23.25,33.92,Concrete and Cement,7,952,SteelBlue,Law,True,46.99,2443,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
439,439,Welded Wire Mesh,2.05x1.57x0.30,Drop share later kid religious east.,6.17,9.99,Steel and Metal,23,658,DarkSeaGreen,Few,False,8.00,2444,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
440,440,Copper Plumbing Pipes,5.10x3.27x0.99,Produce wide but method.,41.44,55.55,Steel and Metal,25,943,DarkKhaki,Through,True,31.70,2445,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
441,441,Architectural Clay Brick,8.46x0.63x0.52,Early join adult situation marriage his.,35.62,37.77,Bricks and Blocks,29,551,MistyRose,Writer,False,41.14,2446,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
442,442,Asphalt Shingles,6.91x4.87x0.25,Prepare bad citizen stop.,9.18,17.34,Roofing,19,879,Purple,Question,True,24.22,2447,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
443,443,Fiberglass Insulation Rolls,4.60x2.49x0.67,Network turn clearly whatever study learn into less.,48.76,63.25,Insulation,12,923,SeaGreen,Space,True,39.62,2448,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
444,444,Waterproof Cement Coating,7.80x2.81x0.89,One garden area catch sit you school.,5.94,18.52,Concrete and Cement,9,445,CornflowerBlue,Season,False,30.90,2449,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
445,445,Welded Wire Mesh,4.28x3.48x0.64,Fast attack foot her.,28.59,44.48,Steel and Metal,23,294,MediumSeaGreen,Top,True,47.86,2450,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
446,446,Architectural Clay Brick,8.81x1.18x0.88,Six true respond read system risk appear.,45.86,63.39,Bricks and Blocks,17,398,Magenta,Recently,False,30.43,2451,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
447,447,Fiberglass Insulation Rolls,9.24x3.45x0.72,Before plant concern business.,19.82,34.82,Insulation,9,895,Aquamarine,Affect,True,47.70,2452,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
448,448,Rock Wool Insulation,2.15x4.82x0.62,Feel somebody end ready right public.,38.59,46.06,Insulation,26,634,Teal,Hundred,False,9.55,2453,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
449,449,Welded Wire Mesh,4.72x1.16x0.59,Eight father dinner each baby whole.,15.34,25.95,Steel and Metal,8,878,Thistle,Leg,False,32.30,2454,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
450,450,Asphalt Shingles,7.72x0.97x0.33,Land beautiful sister believe north.,31.99,33.92,Roofing,24,475,MediumOrchid,Society,False,45.26,2455,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
451,451,Aluminum Roofing Panels,0.74x3.10x0.24,Tree professional goal quickly.,30.23,43.46,Steel and Metal,6,664,AliceBlue,Under,False,48.05,2456,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
452,452,Architectural Clay Brick,4.79x2.31x0.25,National moment moment into when.,23.18,37.68,Bricks and Blocks,23,809,DarkGray,Computer,False,20.78,2457,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
453,453,Metal Roof Tiles,2.60x3.39x0.26,They series understand she require later.,41.94,54.17,Roofing,28,84,LightSkyBlue,Matter,True,47.49,2458,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
454,454,Designer Paving Stones,6.19x1.20x0.74,Until moment pull.,38.98,42.24,Bricks and Blocks,6,728,Salmon,Reflect,False,38.24,2459,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
455,455,Classic Red Brick,5.33x4.42x0.16,Citizen off husband finish help democratic make add.,45.28,60.30,Bricks and Blocks,7,534,Linen,Himself,False,8.32,2460,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
456,456,Eco-Friendly Cinder Block,7.50x1.30x0.66,Note food according create guy.,30.41,47.51,Bricks and Blocks,15,619,WhiteSmoke,Probably,True,5.72,2461,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
457,457,Metal Roof Tiles,0.77x1.99x0.84,Artist here population stand.,8.99,13.80,Roofing,25,852,DarkOliveGreen,Off,False,44.41,2462,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
458,458,Waterproof Cement Coating,1.19x4.69x0.40,Home reduce create check recognize create.,32.51,39.14,Concrete and Cement,22,476,Navy,Improve,False,32.23,2463,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
459,459,Welded Wire Mesh,3.57x4.36x0.76,Book through leader.,35.83,45.28,Steel and Metal,3,590,Thistle,Service,False,19.98,2464,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
460,460,Welded Wire Mesh,4.21x2.01x0.41,Cover investment understand in.,35.61,48.03,Steel and Metal,18,440,LightGray,Know,False,36.69,2465,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
461,461,Stainless Steel Rods,4.94x1.97x0.19,Less performance heavy tell development father live.,8.24,14.64,Steel and Metal,23,824,Aquamarine,Right,True,3.33,2466,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
462,462,Solar Roof Panels,4.02x1.47x0.30,Your tell free view.,44.68,59.89,Roofing,15,753,LawnGreen,Sport,False,18.49,2467,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
463,463,Synthetic Slate Roofing,7.16x4.44x0.74,Face lose same western put lay former.,13.31,32.28,Roofing,20,904,LightSteelBlue,Act,True,2.01,2468,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
464,464,Eco-Friendly Cinder Block,7.94x4.02x0.10,What firm admit magazine.,27.16,29.49,Bricks and Blocks,21,531,DarkRed,Television,False,7.17,2469,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
465,465,Reflective Foil Insulation,9.18x0.74x0.85,Movement possible stand near west.,26.06,30.03,Insulation,14,876,Purple,Company,True,49.34,2470,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
466,466,Clay Roof Shingles,0.81x1.51x0.11,Second nearly majority half.,33.16,35.00,Roofing,29,535,GoldenRod,Again,False,25.26,2471,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
467,467,Designer Paving Stones,4.76x2.44x0.41,Court leg myself thing enter inside friend.,38.39,44.89,Bricks and Blocks,14,206,Gray,Near,False,12.12,2472,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
468,468,Synthetic Slate Roofing,4.15x4.24x0.84,Other call machine.,39.77,54.54,Roofing,11,269,HotPink,Certain,False,25.17,2473,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
469,469,Aluminum Roofing Panels,9.98x3.60x0.12,Discuss top decision four girl.,30.07,38.65,Steel and Metal,29,837,Red,Follow,True,6.78,2474,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
470,470,Copper Plumbing Pipes,8.10x0.64x0.32,Hot make hear national himself window hold.,12.99,30.27,Steel and Metal,12,85,SlateGray,Population,False,31.31,2475,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
471,471,Copper Plumbing Pipes,6.40x1.23x0.87,Evidence gun more trial.,45.75,53.68,Steel and Metal,28,172,YellowGreen,Indicate,True,10.93,2476,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
472,472,Metal Roof Tiles,5.63x4.30x0.20,Civil hot full free discover road.,22.64,39.83,Roofing,5,490,Blue,Together,False,10.14,2477,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
473,473,Rock Wool Insulation,3.11x1.04x0.38,Professor nor culture image table.,6.82,18.49,Insulation,30,753,Lavender,Prove,False,23.12,2478,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
474,474,Rock Wool Insulation,4.73x1.85x0.92,Poor open strategy send course.,8.14,18.02,Insulation,20,187,LemonChiffon,Among,True,43.81,2479,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
